"scenario_id","block","n","x_type","cov_effect","target_censor2","H_quantile","tau_design","tau_H_true","method","n_boot_datasets","coverage","mean_width","median_width","mean_point","bias","mse","mean_n_boot_valid"
20,"A_independent",300,"binary","moderate",0.5,0.9,0,-0.0720629829638826,"ipcw_marg",300,0.95,0.237581941185735,0.235420277998886,-0.0756161877313319,-0.00355320476744927,0.00327349582393254,500
32,"A_independent",300,"binary","moderate",0.5,0.9,0.5,0.382291402962104,"ipcw_marg",300,0.956666666666667,0.198375991494687,0.197062930421047,0.37971864063565,-0.00257276232645371,0.00238707318049222,500
86,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0,-0.0871414488898048,"ipcw_marg",300,0.94,0.233373397528046,0.231696438274568,-0.0719814153270229,0.0151600335627819,0.00376687259377072,500
110,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0.5,0.32451072345586,"ipcw_marg",300,0.93,0.202601861080021,0.201903649666624,0.347230914578074,0.0227201911222139,0.00331196686332677,500
163,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0306169160503,"ipcw_marg",300,0.953333333333333,0.243570026734016,0.24294810637926,-0.0421635505133533,-0.0115466344630533,0.00398542192591278,500
164,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0295214329638835,"ipcw_marg",300,0.926666666666667,0.230074368602308,0.230353263734817,-0.0469749290153244,-0.0174534960514409,0.00405507931866265,500
175,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.435372693085659,"ipcw_marg",300,0.96,0.184996673951589,0.183519552273998,0.436749438878001,0.00137674579234205,0.00192080744855775,500
176,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.43454214629554,"ipcw_marg",300,0.923333333333333,0.177938840947192,0.177534539174759,0.439803825678403,0.00526167938286334,0.00217153659088983,500
20,"A_independent",300,"binary","moderate",0.5,0.9,0,-0.0720629829638826,"ipcw_x",300,0.976666666666667,0.29490371053841,0.271514443949163,-0.0734264485466992,-0.00136346558281662,0.00450714082859894,500
32,"A_independent",300,"binary","moderate",0.5,0.9,0.5,0.382291402962104,"ipcw_x",300,0.966666666666667,0.237105489415241,0.228359914703772,0.381885408954508,-0.00040599400759589,0.00383808976298507,500
86,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0,-0.0871414488898048,"ipcw_x",300,0.943333333333333,0.34695680257871,0.337046659973181,-0.0651340182861381,0.0220074306036667,0.0138379700533446,500
110,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0.5,0.32451072345586,"ipcw_x",300,0.936666666666667,0.271599202636709,0.256768195233948,0.30618616148099,-0.0183245619748705,0.00896446395262302,500
163,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0306169160503,"ipcw_x",300,0.973333333333333,0.449673109470785,0.44138372441654,-0.0192869489033757,0.0113299671469243,0.0220990440012577,500
164,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0295214329638835,"ipcw_x",300,0.983333333333333,0.445494242303576,0.4510878503606,-0.0386949472132453,-0.00917351424936181,0.0212143193622726,500
175,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.435372693085659,"ipcw_x",300,0.986666666666667,0.319912063017841,0.306923992149639,0.428258053427306,-0.00711463965835294,0.00956397066176413,500
176,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.43454214629554,"ipcw_x",300,0.996666666666667,0.326571324614035,0.305837330763671,0.429346456190278,-0.00519569010526157,0.010769774802493,500
20,"A_independent",300,"binary","moderate",0.5,0.9,0,-0.0720629829638826,"ps_marg_logit",300,0.973333333333333,0.203744135437737,0.201629996648402,-0.0702875674683082,0.00177541549557436,0.00213595795932514,500
32,"A_independent",300,"binary","moderate",0.5,0.9,0.5,0.382291402962104,"ps_marg_logit",300,0.823333333333333,0.18048227449399,0.178457755945829,0.333645686267688,-0.0486457166944157,0.00428838361139696,500
86,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0,-0.0871414488898048,"ps_marg_logit",300,0.943333333333333,0.203754569549528,0.203650375979144,-0.0727494233683631,0.0143920255214417,0.00278812726171946,500
110,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0.5,0.32451072345586,"ps_marg_logit",300,0.95,0.188290532688451,0.187764091982223,0.317783129247997,-0.00672759420786265,0.00242839007602094,500
163,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0306169160503,"ps_marg_logit",300,0.946666666666667,0.218579240936796,0.21815837061038,-0.0435944587214276,-0.0129775426711276,0.00329421496629985,500
164,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0295214329638835,"ps_marg_logit",300,0.926666666666667,0.213989180779145,0.212372662676964,-0.0422508104758231,-0.0127293775119396,0.00342155658801573,500
175,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.435372693085659,"ps_marg_logit",300,0.933333333333333,0.179759066403264,0.178072985209023,0.402880521115196,-0.0324921719704632,0.00288507260866774,500
176,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.43454214629554,"ps_marg_logit",300,0.926666666666667,0.171765374269585,0.170598492317868,0.412390827900917,-0.0221513183946234,0.002473339662075,500
20,"A_independent",300,"binary","moderate",0.5,0.9,0,-0.0720629829638826,"ps_x_logit",300,0.98,0.204405302288585,0.200965327514567,-0.0709397747143888,0.00112320824949381,0.00222654670672692,500
32,"A_independent",300,"binary","moderate",0.5,0.9,0.5,0.382291402962104,"ps_x_logit",300,0.84,0.182301591541889,0.179983632279205,0.336133894154163,-0.0461575088079411,0.00410839663842565,500
86,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0,-0.0871414488898048,"ps_x_logit",300,0.946666666666667,0.20474590619967,0.205584372325227,-0.0718393103291556,0.0153021385606492,0.00289751215533632,500
110,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0.5,0.32451072345586,"ps_x_logit",300,0.953333333333333,0.188978636347576,0.187553472622627,0.317366282904273,-0.00714444055158705,0.00241846679448269,500
163,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0306169160503,"ps_x_logit",300,0.946666666666667,0.220678316156975,0.220457335319262,-0.0409004949970925,-0.0102835789467925,0.00325515795805621,500
164,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0295214329638835,"ps_x_logit",300,0.933333333333333,0.214703275050632,0.213141916719965,-0.0456753718306484,-0.0161539388667649,0.00351875655355181,500
175,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.435372693085659,"ps_x_logit",300,0.95,0.178919441605449,0.177344248551998,0.405484343316458,-0.029888349769201,0.00270665737989411,500
176,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.43454214629554,"ps_x_logit",300,0.916666666666667,0.173033107626019,0.172324384614826,0.411327262355621,-0.0232148839399192,0.00250608167735416,500
20,"A_independent",300,"binary","moderate",0.5,0.9,0,-0.0720629829638826,"scap_x_l050",300,0.966666666666667,0.228879092601448,0.225059564121152,-0.0739509975392171,-0.00188801457533447,0.00240874340315176,500
32,"A_independent",300,"binary","moderate",0.5,0.9,0.5,0.382291402962104,"scap_x_l050",300,0.946666666666667,0.190856015333547,0.190828328572467,0.359366822779512,-0.0229245801825923,0.00256900306481917,500
86,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0,-0.0871414488898048,"scap_x_l050",300,0.946666666666667,0.225949097889073,0.224852620607956,-0.0712629354806442,0.0158785134091606,0.00313186493303005,500
110,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0.5,0.32451072345586,"scap_x_l050",300,0.96,0.197433882444063,0.197481009441602,0.33024566229644,0.00573493884058,0.00248931286020017,500
163,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0306169160503,"scap_x_l050",300,0.956666666666667,0.237141169993127,0.2359267259717,-0.0410178960084608,-0.0104009799581608,0.00345653461529681,500
164,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0295214329638835,"scap_x_l050",300,0.933333333333333,0.226040406816202,0.223183748487415,-0.0449035347222631,-0.0153821017583796,0.00367676570936711,500
175,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.435372693085659,"scap_x_l050",300,0.97,0.179896660763588,0.178747031795694,0.420898799288499,-0.0144738937971597,0.00194348851869098,500
176,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.43454214629554,"scap_x_l050",300,0.95,0.175302660402467,0.174423742022302,0.426580916569495,-0.00796122972604509,0.00206790532420893,500
20,"A_independent",300,"binary","moderate",0.5,0.9,0,-0.0720629829638826,"scap_x_l075",300,0.96,0.228155748326068,0.22665106495947,-0.0728487675116838,-0.000785784547801172,0.0021501508454217,500
32,"A_independent",300,"binary","moderate",0.5,0.9,0.5,0.382291402962104,"scap_x_l075",300,0.936666666666667,0.191652765023466,0.188758064530685,0.348687174223379,-0.0336042287387252,0.00311528176078244,500
86,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0,-0.0871414488898048,"scap_x_l075",300,0.943333333333333,0.22554237888942,0.223751024944728,-0.0709196129084281,0.0162218359813767,0.00290201612896236,500
110,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0.5,0.32451072345586,"scap_x_l075",300,0.963333333333333,0.196030801957463,0.196714058044423,0.32213750301461,-0.00237322044124982,0.002373626169257,500
163,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0306169160503,"scap_x_l075",300,0.96,0.235712765397015,0.234092250222343,-0.0403409280058717,-0.00972401195557174,0.00332525455674296,500
164,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0295214329638835,"scap_x_l075",300,0.936666666666667,0.225323106048345,0.223619093662633,-0.0444346920413717,-0.0149132590774882,0.00357077056315612,500
175,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.435372693085659,"scap_x_l075",300,0.953333333333333,0.181569119990769,0.18135624391979,0.413195346292372,-0.0221773467932868,0.00226188057013238,500
176,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.43454214629554,"scap_x_l075",300,0.936666666666667,0.175841371180245,0.176029017898801,0.420026180667254,-0.0145159656282863,0.0021884189897422,500
20,"A_independent",300,"binary","moderate",0.5,0.9,0,-0.0720629829638826,"trad",300,0.953333333333333,0.238577100922591,0.234482658580149,-0.0756214540971523,-0.00355847113326972,0.00327337319157944,500
32,"A_independent",300,"binary","moderate",0.5,0.9,0.5,0.382291402962104,"trad",300,0.95,0.198066539021277,0.196247340869076,0.37966873939898,-0.00262266356312417,0.00238780859521447,500
86,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0,-0.0871414488898048,"trad",300,0.94,0.23287437013721,0.231816564968389,-0.0719846042334338,0.015156844656371,0.00376674439911803,500
110,"B_covariate_dependent",300,"binary","strong",0.5,0.9,0.5,0.32451072345586,"trad",300,0.923333333333333,0.203823198427471,0.202473508629547,0.347197126689666,0.022686403233806,0.0033099300339003,500
163,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0306169160503,"trad",300,0.95,0.244735123687231,0.242410304860856,-0.0421665772365777,-0.0115496611862777,0.00398544413106451,500
164,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0,-0.0295214329638835,"trad",300,0.916666666666667,0.230323105882978,0.228778143834726,-0.0469770355054084,-0.0174556025415249,0.00405525153334427,500
175,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.435372693085659,"trad",300,0.966666666666667,0.184370560528898,0.184480458748056,0.436728710355297,0.0013560172696375,0.00192097734432707,500
176,"C_nonlinear_observability",300,"normal","nonlinear",0.5,0.9,0.5,0.43454214629554,"trad",300,0.916666666666667,0.177261940779896,0.176610551219395,0.439791854900894,0.0052497086053538,0.002171385995823,500
